"id","gl_id","label","datering_start","datering_slut","periode","materiale","keywords","beskrivelse","getty","getty_match","getty_label","fish","sortering"
"dime.find.dress_accessory.bow_fibula.bow_band","dime.find.subtype.fibula.bow.band","Bred båndformet bøjlefibel (Almgr. V)","1","374","dime.period.iron.roman","dime.material.copperalloy","fibula;romersk;jernalder",,"http://vocab.getty.edu/aat/300046001","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.button","dime.find.subtype.fibula.bow.button","Rygknapfibel","530","900","dime.period.iron.germanic.late","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046002","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.cross","dime.find.subtype.fibula.bow.cross","Korsformet fibel","375","530","dime.period.iron.germanic.early","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046003","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.dreispross","ny","Dreispross fibel","1","374","dime.period.iron.roman","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046004","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.high_pin_catch","dime.find.subtype.fibula.bow.high","Bøjlefibel med høj nåleholder (Almgr. VII)","175","374","dime.period.iron.roman.late","dime.material.copperalloy","fibula;yngre;romersk;jernalder",,"http://vocab.getty.edu/aat/300046005","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.large_equalarm","dime.find.subtype.fibula.equalarm.large","Stor ligearmet fibel","750","1000","dime.period.iron","dime.material.copperalloy","fibula;vikingetid",,"http://vocab.getty.edu/aat/300046006","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.nydam","ny","Nydamfibel","175","374","dime.period.iron.roman.late.c3","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046007","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.relief","dime.find.subtype.fibula.bow.relief","Relieffibel","375","530","dime.period.iron.germanic.early","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046008","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.rosette","ny","Rosetfibel","210","374","dime.period.iron.roman.late","dime.material.silver","fibula",,"http://vocab.getty.edu/aat/300046009","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.small_equalarm","dime.find.subtype.fibula.equalarm.small","Lille ligearmet fibel","530","600","dime.period.iron.germanic.late","dime.material.copperalloy","fibula;germansk;jernalder",,"http://vocab.getty.edu/aat/300046010","close match","BROOCHES",,NULL
"dime.find.dress_accessory.bow_fibula.wrapped_foot","dime.find.subtype.fibula.bow.foot","Bøjlefibel med omslået fod (Almgr. VI)","175","374","dime.period.iron","dime.material.copperalloy","fibula;yngre;romersk;jernalder;nydam",,"http://vocab.getty.edu/aat/300046011","close match","BROOCHES",,NULL
"dime.find.dress_accessory.brooch","dime.find.subtype.accessory.brooch","Broche",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300045995","close match","BROOCHES",,NULL
"dime.find.dress_accessory.buckle","dime.find.subtype.accessory.buckle","Remspænde",,,"dime.period.undated","dime.material.unknown","dragtudstyr",,"http://vocab.getty.edu/aat/300239260","exact match","Buckles (strap accessories)",,NULL
"dime.find.dress_accessory.buckle.belt","ny","Bæltespænde",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300239260","exact match","Buckles (strap accessories)",,NULL
"dime.find.dress_accessory.buckle.shoe","ny","Skospænde",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300432212","exact match","shoe buckles",,NULL
"dime.find.dress_accessory.button","dime.find.subtype.accessory.button.unknown;dime.find.subtype.accessory.button;dime.find.subtype.accessory.button.other;dime.find.subtype.accessory.button.round","Knap",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300239261","close match","BUTTONS (FASTENERS)",,NULL
"dime.find.dress_accessory.button.bar","dime.find.subtype.accessory.button.bar","Stangknap",,,"dime.period.bronze","dime.material.unknown",,,"http://vocab.getty.edu/aat/300239261","close match","BUTTONS (FASTENERS)",,NULL
"dime.find.dress_accessory.button.circular","ny","Skiveformet knap",,,"dime.period.undated","dime.material.unknown","knap",,"http://vocab.getty.edu/aat/300239261","close match","BUTTONS (FASTENERS)",,NULL
"dime.find.dress_accessory.button.double","dime.find.subtype.accessory.button.stud","Dobbeltknap","-1100","-501","dime.period.undated","dime.material.unknown","knap",,"http://vocab.getty.edu/aat/300239261","close match","BUTTONS (FASTENERS)",,NULL
"dime.find.dress_accessory.button.hemispherical","ny","Halvsfærisk knap",,,"dime.period.undated","dime.material.unknown","knap",,"http://vocab.getty.edu/aat/300239261","close match","BUTTONS (FASTENERS)",,NULL
"dime.find.dress_accessory.button.spherical","ny","Rund knap",,,"dime.period.undated","dime.material.unknown","knap",,"http://vocab.getty.edu/aat/300239261","close match","BUTTONS (FASTENERS)",,NULL
"dime.find.dress_accessory.closed_bell","dime.find.subtype.accessory.bell","Pyntebjælde",,,"dime.period.undated","dime.material.unknown","klokke",,"http://vocab.getty.edu/aat/300041872","exact match","BELLS (IDIOPHONES)",,NULL
"dime.find.dress_accessory.domed_brooch","dime.find.subtype.fibula.bowl;dime.find.subtype.fibula.bowl.other;dime.find.subtype.fibula.bowl.circular","Hvælvet fibel","600","950","dime.period.undated","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046012","close match","BROOCHES",,NULL
"dime.find.dress_accessory.domed_brooch.animal","dime.find.subtype.fibula.bowl.animal","Dyreformet skålfibel","700","750","dime.period.iron","dime.material.unknown","fibula",,"http://vocab.getty.edu/aat/300046013","close match","BROOCHES",,NULL
"dime.find.dress_accessory.domed_brooch.bird","dime.find.subtype.fibula.bird-above","Fuglefibel, set fra oven","600","700","dime.period.iron.germanic","dime.material.copperalloy","fibula;yngre;germansk;jernalder",,"http://vocab.getty.edu/aat/300046014","close match","BROOCHES",,NULL
"dime.find.dress_accessory.domed_brooch.large_circular","dime.find.subtype.fibula.circular.large","Stor hvælvet cirkulær fibel (diameter > 4 cm)","750","950","dime.period.undated","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300226279","close match","DISC BROOCHES",,NULL
"dime.find.dress_accessory.domed_brooch.large_tortoise","dime.find.subtype.fibula.bowl.large","Stor oval skålfibel (større end 7,5 cm)","750","950","dime.period.undated","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046015","close match","BROOCHES",,NULL
"dime.find.dress_accessory.domed_brooch.roof","dime.find.subtype.fibula.viking.roof","Hjalteformet fibel","750","900","dime.period.viking","dime.material.copperalloy","fibula;tagformet",,"http://vocab.getty.edu/aat/300046016","close match","BROOCHES",,NULL
"dime.find.dress_accessory.domed_brooch.small_circular","dime.find.subtype.fibula.circular.small","Lille hvælvet cirkulær fibel (diameter < 4 cm) ","750","950","dime.period.undated","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300226279","close match","DISC BROOCHES",,NULL
"dime.find.dress_accessory.domed_brooch.small_tortoise","dime.find.subtype.fibula.bowl.small","Lille oval skålfibel (mindre end 7,5 cm)","700","750","dime.period.iron.germanic","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046017","close match","BROOCHES",,NULL
"dime.find.dress_accessory.dress_mounting","dime.find.subtype.accessory.jewelery.pasyning","Påsyningsblik",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300423330","close match","clothing accessories",,NULL
"dime.find.dress_accessory.eyelet","dime.find.subtype.accessory.eyelet","Snørering",,,"dime.period.historic","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300423331","close match","clothing accessories",,NULL
"dime.find.dress_accessory.hook","dime.find.subtype.accessory.hook","Hægte",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300239507","exact match","CLASPS (FASTENERS)",,NULL
"dime.find.dress_accessory.hook_catch","ny","Malle",,,"dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300239507","exact match","CLASPS (FASTENERS)",,NULL
"dime.find.dress_accessory.lace_end","dime.find.subtype.accessory.lace","Snøreendedup","1350","1750","dime.period.medieval","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300209273","close match","costume accessories",,NULL
"dime.find.dress_accessory.lace_pin","ny","Snørenål","1400",,"dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300209273","close match","costume accessories",,NULL
"dime.find.dress_accessory.medal","dime.find.subtype.accessory.medal","Medalje",,,"dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046025","exact match","MEDALS",,NULL
"dime.find.dress_accessory.pennanular_brooch","dime.find.subtype.fibula.viking.ring","Ringnål","750","950","dime.period.viking.medieval","dime.material.unknown","vikingetid",,"http://vocab.getty.edu/aat/300211545","close match","PENANNULAR BROOCHES",,NULL
"dime.find.dress_accessory.pilgrim","dime.find.subtype.accessory.pilgrim","Pilgrimsmærke","1067","1536","dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300265066","exact match","PILGRIM BADGES",,NULL
"dime.find.dress_accessory.pin","dime.find.subtype.accessory.pin","Dragtnål",,,"dime.period.prehistoric","dime.material.unknown",,,"http://vocab.getty.edu/aat/300036423","exact match","PINS (FASTENERS)",,NULL
"dime.find.dress_accessory.plate_brooch","dime.find.subtype.fibula.plate;dime.find.subtype.fibula.plate.unknown;dime.find.subtype.fibula.plate.other","Pladefibel","530","1200","dime.period.iron.germanic","dime.material.copperalloy","pladefibula",,"http://vocab.getty.edu/aat/300046018","exact match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.beak","dime.find.subtype.fibula.beak","Næbfibel","530","700","dime.period.iron.germanic.late","dime.material.copperalloy","næbfibula",,"http://vocab.getty.edu/aat/300046019","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.bird","ny","Fugleformet pladefibel","530","1200","dime.period.iron.germanic","dime.material.copperalloy","pladefibula",,"http://vocab.getty.edu/aat/300046020","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.bird.emia","dime.find.subtype.fibula.bird-profile","Fugleformet fibel, lille fugl i profil","1067","1200","dime.period.viking.medieval","dime.material.unknown","fibula;ældre;middelalder",,"http://vocab.getty.edu/aat/300046021","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.bird.lgir","dime.find.dress_accessory.plate.bird","Fugleformet pladefibel (YGJA)","530","700","dime.period.iron.germanic","dime.material.copperalloy","fibula;yngre;germansk;jernalder",,"http://vocab.getty.edu/aat/300046022","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.circular","dime.find.subtype.fibula.plate.circular;dime.find.subtype.fibula.circular;dime.find.subtype.fibula.circular","Cirkulær pladefibel","750","1200","dime.period.iron","dime.material.copperalloy","pladefibula;skivefibula",,"http://vocab.getty.edu/aat/300046023","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.circular.central_mounting","dime.find.subtype.fibula.enamel.central","Cirkulær emaljefibel m. central indfatning","900","1150","dime.period.viking.medieval","dime.material.copperalloy","emaljefibula",,"http://vocab.getty.edu/aat/300046024","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.circular.coin","dime.find.subtype.fibula.plate.coin","Møntfibel","750","1066","dime.period.viking.medieval","dime.material.copperalloy","møntfibula",,"http://vocab.getty.edu/aat/300046025","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.circular.cross_enamel","dime.find.subtype.fibula.enamel.cross","Cirkulær korsemaljefibel","800","1000","dime.period.viking.medieval","dime.material.copperalloy","korsemaljefibula",,"http://vocab.getty.edu/aat/300046026","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.circular.multiple_mounting","dime.find.subtype.fibula.enamel.multiple","Cirkulær emaljefibel m. flere indfatninger","800","1100","dime.period.viking.medieval","dime.material.copperalloy","emaljefibula",,"http://vocab.getty.edu/aat/300046027","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.circular.sheet_metal","dime.find.subtype.fibula.circular.tin","Cirkulær blikfibel","1067","1200","dime.period.viking.medieval","dime.material.copperalloy","fibula;tidlig;middelalder",,"http://vocab.getty.edu/aat/300226279","close match","DISC BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.cross","ny","Korsformet pladefibel","800","1100","dime.period.viking.medieval","dime.material.copperalloy","pladefibula",,"http://vocab.getty.edu/aat/300046028","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.cross.enamel","ny","Korsformet emaljefibel","800","1100","dime.period.viking.medieval","dime.material.copperalloy","emaljefibula;pladefibula",,"http://vocab.getty.edu/aat/300046029","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.cross.raahede","dime.find.subtype.fibula.plate.råhede","Råhedefibel","800","950","dime.period.viking","dime.material.copperalloy","råhedefibula;korsformet;pladefibula",,"http://vocab.getty.edu/aat/300046030","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.horse","dime.find.subtype.fibula.plate.horse","Hesteformet pladefibel","530","750","dime.period.iron.germanic.late","dime.material.copperalloy","pladefibula",,"http://vocab.getty.edu/aat/300046031","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.open_work_animal","dime.find.subtype.fibula.healing.unknown;dime.find.subtype.fibula.healing;dime.find.subtype.fibula.healing.other","Dyreslyngsfibel","950","1200","dime.period.viking.medieval","dime.material.unknown","dyreslyngsfibula",,"http://vocab.getty.edu/aat/300046032","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.open_work_animal.lamb","dime.find.subtype.fibula.healing.lamb","Guds lam fibel","1067","1200","dime.period.viking.medieval","dime.material.unknown","fibula;agnus;dei",,"http://vocab.getty.edu/aat/300046033","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.open_work_animal.palmette","ny","Palmetfibel","1000","1200","dime.period.viking.medieval","dime.material.unknown","palmefibula;symmetrisk;motiv",,"http://vocab.getty.edu/aat/300046034","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.open_work_animal.urnes","dime.find.subtype.fibula.healing.urnes","Urnesfibel","950","1200","dime.period.viking.medieval","dime.material.unknown","urnesfibula",,"http://vocab.getty.edu/aat/300046035","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.open_work_animal.aalborg","dime.find.subtype.fibula.healing.aalborg","Dyreslyngsfibel af Aalborg-type","1067","1200","dime.period.medieval.early","dime.material.unknown","dyreslyngsfibula;guds;lam",,"http://vocab.getty.edu/aat/300046036","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.oval","dime.find.subtype.fibula.plate.oval","Oval pladefibel","600","700","dime.period.iron","dime.material.copperalloy","pladefibula;rund",,"http://vocab.getty.edu/aat/300046037","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.rectangular","dime.find.subtype.fibula.plate.rectangular","Rektangulær pladefibel","600","700","dime.period.iron","dime.material.copperalloy","pladefibula;firkantet",,"http://vocab.getty.edu/aat/300046038","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.rectangular.enamel","ny","Rektangulær pladefibel m. emalje",,,"dime.period.iron","dime.material.copperalloy","pladefibula;firkantet",,"http://vocab.getty.edu/aat/300046039","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.rhombic","dime.find.subtype.fibula.viking.rhombic","Rhombisk pladefibel","800","950","dime.period.iron","dime.material.copperalloy","pladefibula;hongkongfibula",,"http://vocab.getty.edu/aat/300046040","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.ship","dime.find.subtype.fibula.plate.ship","Skibsformet fibel","750","950","dime.period.viking","dime.material.copperalloy","fibula;bådformet",,"http://vocab.getty.edu/aat/300046041","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.snake","dime.find.subtype.fibula.plate.snake","S- el. slangeformet pladefibel","530","700","dime.period.lategermanic.earlyviking","dime.material.copperalloy","pladefibula",,"http://vocab.getty.edu/aat/300046042","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.swastika","dime.find.subtype.fibula.plate.swastika","Hagekorsfibel","174","1066","dime.period.iron.roman.late","dime.material.copperalloy","hagekorsfibula",,"http://vocab.getty.edu/aat/300046043","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.tongue","dime.find.subtype.fibula.plate.tongue","Tungeformet fibel","750","950","dime.period.viking","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046044","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.trefoil","dime.find.subtype.fibula.trilobal","Trefliget fibel","850","1000","dime.period.viking","dime.material.copperalloy","fibula;3",,"http://vocab.getty.edu/aat/300046045","close match","BROOCHES",,NULL
"dime.find.dress_accessory.plate_brooch.valkyrie","dime.find.subtype.fibula.plate.valkyrie","Valkyriefibel","750","950","dime.period.viking.medieval","dime.material.copperalloy","fibula",,"http://vocab.getty.edu/aat/300046046","close match","BROOCHES",,NULL
"dime.find.dress_accessory.ring_brooch","dime.find.subtype.fibula.ring;dime.find.subtype.fibula.ring.unknown;dime.find.subtype.fibula.ring.other","Ringspænde",,,"dime.period.medieval","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300046047","close match","BROOCHES",,NULL
"dime.find.dress_accessory.ring_brooch.circular","dime.find.subtype.fibula.ring.circular","Cirkulært ringspænde",,,"dime.period.medieval","dime.material.unknown",,,"http://vocab.getty.edu/aat/300263352","exact match","RING BROOCHES",,NULL
"dime.find.dress_accessory.ring_brooch.circular.hand","ny","Cirkulært ringspænde m. håndslagsmotiv","1300","1500","dime.period.medieval","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046048","close match","BROOCHES",,NULL
"dime.find.dress_accessory.ring_brooch.heart","dime.find.subtype.fibula.ring.heart","Hjerteformet ringspænde","1200","1400","dime.period.medieval","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046049","close match","BROOCHES",,NULL
"dime.find.dress_accessory.ring_brooch.shield","ny","Skjoldformet ringspænde","1200","1300","dime.period.medieval","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046050","close match","BROOCHES",,NULL
"dime.find.dress_accessory.ring_brooch.star","dime.find.subtype.fibula.ring.star","Stjerneformet ringspænde","1200","1400","dime.period.medieval","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046051","close match","BROOCHES",,NULL
"dime.find.dress_accessory.strap_end","dime.find.subtype.accessory.fitting.belt","Remendebeslag",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300262745","exact match","MORDANTS (BELT COMPONENTS)",,NULL
"dime.find.dress_accessory.tutulus","dime.find.subtype.accessory.tutulus","Tutulus","-1700","-1100","dime.period.bronze","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300209286","close match","JEWELRY",,NULL
"dime.find.equestrian","dime.find.subtype.tool.equestrian.other;dime.find.subtype.tool.equestrian.unknown;dime.find.subtype.tool.equestrian","Rideudstyr","-1100","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300131087","close match","MOUNTS (FRAMING AND MOUNTING EQUIPMENT)",,"4"
"dime.find.equestrian.bridle","ny","Bidsel","-1100","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300248092","exact match","bridles",,NULL
"dime.find.equestrian.bridle.mount","ny","Bidselbeslag","-1100","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300212971","exact match","HARNESSES",,NULL
"dime.find.equestrian.horseshoe","dime.find.subtype.tool.equestrian.shoe","Hestesko","1067","2020","dime.period.undated","dime.material.iron",,,"http://vocab.getty.edu/aat/300024400","exact match","HORSESHOES (ANIMAL EQUIPMENT)",,NULL
"dime.find.equestrian.saddle","ny","Sadelbeslag","800","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300212972","close match","saddles (seats)",,NULL
"dime.find.equestrian.spur","dime.find.subtype.tool.equestrian.tack","Spore","1","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300036923","exact match","SPURS (COSTUME ACCESSORIES)",,NULL
"dime.find.equestrian.spur.bracket","ny","Sporebøjle","1","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300036923","close match","SPURS (COSTUME ACCESSORIES)",,NULL
"dime.find.equestrian.spur.plate","ny","Pladespore","200","500","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300036923","close match","SPURS (COSTUME ACCESSORIES)",,NULL
"dime.find.equestrian.spur.point","ny","Sporepig","1","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300036923","close match","SPURS (COSTUME ACCESSORIES)",,NULL
"dime.find.equestrian.spur.point_on_bracket","ny","Stolspore","1","200","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300036923","close match","SPURS (COSTUME ACCESSORIES)",,NULL
"dime.find.equestrian.spur.wheel","ny","Sporehjul","1200","2020","dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300036923","close match","SPURS (COSTUME ACCESSORIES)",,NULL
"dime.find.equestrian.stirrup","dime.find.subtype.tool.equestrian.stirrup","Stigbøjle","800","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300255573","exact match","STIRRUPS",,NULL
"dime.find.equestrian.stirrup_strap_mount","ny","Stigremsbeslag","800","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300400755","close match","stirrup leathers",,NULL
"dime.find.equestrian.stirrup.mount","ny","Stigbøjlebeslag","800","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300255573","close match","STIRRUPS",,NULL
"dime.find.equestrian.strap_decoration","ny","Vedhæng til seletøj","-1100","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300131087","close match","MOUNTS (FRAMING AND MOUNTING EQUIPMENT)",,NULL
"dime.find.equestrian.strap_decoration.bell","dime.find.subtype.tool.equestrian.bell","Vedhæng til seletøj, bjælde","-1100","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300041872","close match","BELLS (IDIOPHONES)",,NULL
"dime.find.equestrian.strap_decoration.tin_pendant","dime.find.subtype.tool.equestrian.cheek","Vedhæng til seletøj, rasleblik","-1100","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300131087","close match","MOUNTS (FRAMING AND MOUNTING EQUIPMENT)",,NULL
"dime.find.equestrian.strap_distributer","dime.find.subtype.tool.equestrian.bridle","Remfordeler","-1100","2020","dime.period.undated","dime.material.unknown","remdeler",,"http://vocab.getty.edu/aat/300248092","exact match","BRIDLES",,NULL
"dime.find.id","ny","ID-tegn","1067","2020","dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300247916","exact match","tags (labels)",,"10"
"dime.find.id.animal","ny","ID-plade til dyr","1900","2020","dime.period.modern","dime.material.unknown","hundetegn;halsbånd",,"http://vocab.getty.edu/aat/300391088","exact match","dog tags (pet identification tags)",,NULL
"dime.find.id.bird_band","dime.find.subtype.tool.writing.bird-tag","Ringmærke (til fugle)","1900","2020","dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300420192","close match","animal tags",,NULL
"dime.find.id.human","ny","ID-plade/""Hundetegn"" (soldat)","1870","2020","dime.period.modern","dime.material.unknown","dogtag",,"http://vocab.getty.edu/aat/300255372","exact match","dog tags (military tags)",,NULL
"dime.find.id.license_plate","ny","Nummerplade","1903","2020","dime.period.welfare","dime.material.unknown",,,"http://vocab.getty.edu/aat/300248796","exact match","license plates",,NULL
"dime.find.id.seal","dime.find.subtype.tool.writing.stamp","Signet/seglstampe","1067","2020","dime.period.historic","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300028877","exact match","SEALS (ARTIFACTS)",,NULL
"dime.find.id.seal_ring","ny","Signetring","1067","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046014","exact match","signet rings",,NULL
"dime.find.jewelery","dime.find.subtype.accessory.jewelery.other;dime.find.subtype.accessory.jewelery;dime.find.subtype.accessory.jewelery.unknown","Smykke",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300209286","close match","JEWELRY",,"7"
"dime.find.jewelery.armring","dime.find.subtype.accessory.jewelery.bracelet","Armring",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300045990","exact match","ARMLETS",,NULL
"dime.find.jewelery.bead","dime.find.subtype.accessory.jewelery.pearl","Perle",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300234006","exact match","BEADS (PIERCED OBJECTS)",,NULL
"dime.find.jewelery.bracelet","ny","Armkæde",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300045990","exact match","armlets",,NULL
"dime.find.jewelery.earring","dime.find.subtype.accessory.jewelery.earring","Ørering",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300045998","exact match","EARRINGS (JEWELRY)",,NULL
"dime.find.jewelery.hairclip","ny","Hårspænde",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300426856","exact match","hair clips",,NULL
"dime.find.jewelery.hairpin","ny","Hårnål",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300426889","exact match","hairsticks",,NULL
"dime.find.jewelery.neck_collar","ny","Halskrave",,,"dime.period.bronze","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300210058","exact match","collars (neckwear)",,NULL
"dime.find.jewelery.necklace","dime.find.subtype.accessory.jewelery.necklace","Halskæde",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046001","exact match","NECKLACES",,NULL
"dime.find.jewelery.neckring","ny","Halsring",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300263462","exact match","torques (jewelry)",,NULL
"dime.find.jewelery.pendant","dime.find.subtype.accessory.jewelery.pendant","Hængesmykke",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046002","exact match","PENDANTS (JEWELRY)",,NULL
"dime.find.jewelery.pendant.bracteate","dime.find.subtype.accessory.jewelery.bracteate","Brakteat","375","530","dime.period.iron.germanic.early","dime.material.gold",,,"http://vocab.getty.edu/aat/300212209","exact match","BRACTEATES (PENDANTS)",,NULL
"dime.find.jewelery.pendant.bucket","ny","Spandformet hængesmykke",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046002","close match","PENDANTS (JEWELRY)",,NULL
"dime.find.jewelery.pendant.circular","ny","Cirkulært hængesmykke",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046002","close match","PENDANTS (JEWELRY)",,NULL
"dime.find.jewelery.pendant.cross","ny","Korsformet hængesmykke","1000","2020","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046002","close match","PENDANTS (JEWELRY)",,NULL
"dime.find.jewelery.pendant.medallion","ny","Medaljon",,,"dime.period.undated","dime.material.unknown","hængesmykke",,"http://vocab.getty.edu/aat/300046002","close match","PENDANTS (JEWELRY)",,NULL
"dime.find.jewelery.pendant.thorshammer","ny","Thorshammer","750","950","dime.period.viking","dime.material.unknown","hængesmykke",,"http://vocab.getty.edu/aat/300046002","close match","PENDANTS (JEWELRY)",,NULL
"dime.find.jewelery.ring","dime.find.subtype.accessory.jewelery.ring","Fingerring",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300046012","exact match","RINGS (FINGER JEWELRY)",,NULL
